,ObjectID,GlobalID,_focal_resource_label,sg_dependence,resource_quality_change,resource_quantity_change,management,compliance,ParentGlobalID,CreationDate,Creator,EditDate,Editor,management_other,focal_resource,gitonga_s,gitonga_p,portuguese,scientific,family,phylum,category,focal,communities
21,30,dcc8af9a-d6d5-47e5-a528-cbd358b83933,"mapalo, mavalo (61)",high,no_change,sig_more,seasonal_harvest,75_100,4936c582-ca79-48b3-8919-e4ab7dbb035d,5/20/2023 11:28:17 AM,rthoms_wri,5/20/2023 11:28:17 AM,rthoms_wri,,61,livalo,mavalo,ostra,Margaritidae,Margaritidae,mollusc,bivalve,1,"ilha,nhamua,josina_machel"
22,31,4b26a0f5-6d66-4ee2-b288-5fabfafd9379,mihili (1),none,sig_worse,sig_less,gear_closure,75_100,4ea76d43-3ff2-4b74-afb7-795019a4b197,5/20/2023 11:28:19 AM,rthoms_wri,5/20/2023 11:28:19 AM,rthoms_wri,,01,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
23,32,540e96a4-72d8-465e-84f1-a90c18fa2b2d,mavionho  (2),none,sig_worse,sig_less,gear_closure,75_100,4ea76d43-3ff2-4b74-afb7-795019a4b197,5/20/2023 11:28:19 AM,rthoms_wri,5/20/2023 11:28:19 AM,rthoms_wri,,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1,"nhamua,josina_machel,chamane,marrambone,mucucune,nhamaxaxa,nguja"
24,33,605adb37-5e28-4638-a211-efb814b447ef,salani (3),none,sig_worse,sig_less,gear_closure,75_100,4ea76d43-3ff2-4b74-afb7-795019a4b197,5/20/2023 11:28:19 AM,rthoms_wri,5/20/2023 11:28:19 AM,rthoms_wri,,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1,"ilha,josina_machel,chamane,marrambone,mucucune,nhamaxaxa"
25,34,00f8d073-7228-468e-86bc-68638d1d1ae9,sigulula  (6),high,sig_worse,sig_less,gear_closure,75_100,4ea76d43-3ff2-4b74-afb7-795019a4b197,5/20/2023 11:28:19 AM,rthoms_wri,5/20/2023 11:28:19 AM,rthoms_wri,,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1,"josina_machel,marrambone,mucucune,nhampossa,njuga"
26,35,7a58da91-9765-4115-ab6a-0ed8ac399ae9,dzindrolo (50),high,worse,sig_less,gear_closure,75_100,4ea76d43-3ff2-4b74-afb7-795019a4b197,5/20/2023 11:28:19 AM,rthoms_wri,5/20/2023 11:28:19 AM,rthoms_wri,,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,nhampossa,madava,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
27,36,8a69d50e-ac6e-497b-baf9-a0330c92c6f3,mavandzi (56),none,sig_worse,sig_less,none,,4ea76d43-3ff2-4b74-afb7-795019a4b197,5/20/2023 11:28:19 AM,rthoms_wri,5/20/2023 11:28:19 AM,rthoms_wri,,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,nhampossa,madava,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
28,37,cd3311d0-2ffa-4b19-9001-0b60d1eb12d6,makolo (74),none,no_change,no_change,none,,4ea76d43-3ff2-4b74-afb7-795019a4b197,5/20/2023 11:28:19 AM,rthoms_wri,5/20/2023 11:28:19 AM,rthoms_wri,,74,likolo,makolo,Caracóis,Potamididae,Potamididae,mollusc,gastropod,1,marrambone
29,38,fd9361bb-0090-4210-ad5f-3840c9515acf,togoma (78),none,no_change,no_change,none,,4ea76d43-3ff2-4b74-afb7-795019a4b197,5/20/2023 11:28:19 AM,rthoms_wri,5/20/2023 11:28:19 AM,rthoms_wri,,78,togoma,dzitogoma,Caracóis,Volema pyrum,Melongenidae,mollusc,gastropod,1,"mucucune,nhampossa,madava,kuguana"
30,39,805a13c7-d4ba-461c-a250-de710d5d486c,mihili (1),none,sig_worse,sig_less,gear_closure,75_100,d298ff03-a3ac-4257-90e0-a10890bf0494,5/20/2023 12:07:48 PM,rthoms_wri,5/20/2023 12:07:48 PM,rthoms_wri,,01,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
31,40,cb0ecada-fec8-4528-9d91-d2464df03c77,mavionho  (2),high,no_change,no_change,gear_closure,75_100,d298ff03-a3ac-4257-90e0-a10890bf0494,5/20/2023 12:07:48 PM,rthoms_wri,5/20/2023 12:07:48 PM,rthoms_wri,,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1,"nhamua,josina_machel,chamane,marrambone,mucucune,nhamaxaxa,nguja"
32,41,1fcbe0d6-e3b8-46c5-a851-0c116d9caadf,salani (3),low,no_change,less,gear_closure,75_100,d298ff03-a3ac-4257-90e0-a10890bf0494,5/20/2023 12:07:48 PM,rthoms_wri,5/20/2023 12:07:48 PM,rthoms_wri,,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1,"ilha,josina_machel,chamane,marrambone,mucucune,nhamaxaxa"
33,42,0b2d003b-befe-4eba-9a25-34e0d672fc22,sigulula  (6),high,no_change,less,gear_closure,75_100,d298ff03-a3ac-4257-90e0-a10890bf0494,5/20/2023 12:07:48 PM,rthoms_wri,5/20/2023 12:07:48 PM,rthoms_wri,,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1,"josina_machel,marrambone,mucucune,nhampossa,njuga"
34,43,592541d8-75b4-4974-91d1-d565bd79cd92,dzindrolo (50),mod,no_change,no_change,gear_closure,75_100,d298ff03-a3ac-4257-90e0-a10890bf0494,5/20/2023 12:07:48 PM,rthoms_wri,5/20/2023 12:07:48 PM,rthoms_wri,,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,nhampossa,madava,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
35,44,127121c6-434d-4724-b969-3e59a68c78da,mavandzi (56),low,no_change,no_change,gear_closure,75_100,d298ff03-a3ac-4257-90e0-a10890bf0494,5/20/2023 12:07:48 PM,rthoms_wri,5/20/2023 12:07:48 PM,rthoms_wri,,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,nhampossa,madava,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
36,45,afe84c72-e3f2-4847-9bf7-7378fa903e96,nhamunhe (63),none,no_change,sig_less,seasonal_harvest,75_100,d298ff03-a3ac-4257-90e0-a10890bf0494,5/20/2023 12:07:48 PM,rthoms_wri,5/20/2023 12:07:48 PM,rthoms_wri,,63,nhamunhe,,Amêijoa,Tapes literatus,Veneridae,mollusc,bivalve,1,"mucucune,sahane,nguja"
37,46,9d5709f0-c7e0-4df9-ad43-34e30974c280,togoma (78),none,no_change,sig_less,none,,d298ff03-a3ac-4257-90e0-a10890bf0494,5/20/2023 12:07:48 PM,rthoms_wri,5/20/2023 12:07:48 PM,rthoms_wri,,78,togoma,dzitogoma,Caracóis,Volema pyrum,Melongenidae,mollusc,gastropod,1,"mucucune,nhampossa,madava,kuguana"
38,47,0701ac71-321d-46c4-b975-e86dda310c14,mavionho  (2),none,sig_worse,sig_less,gear_closure,75_100,e7664a71-64d4-4f13-ad4b-61b1ba63b82d,5/23/2023 2:35:21 PM,rthoms_wri,5/23/2023 2:37:01 PM,rthoms_wri,,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1,"nhamua,josina_machel,chamane,marrambone,mucucune,nhamaxaxa,nguja"
39,48,7edc0749-f827-4271-9e0f-2cbcab9b9592,"carapo, tara (7)",high,worse,sig_less,gear_closure,75_100,e7664a71-64d4-4f13-ad4b-61b1ba63b82d,5/23/2023 2:35:21 PM,rthoms_wri,5/23/2023 2:37:01 PM,rthoms_wri,,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1,nhamua
40,49,44895800-7462-48a7-a5a3-ff0ab6bef34c,dzindrolo (50),high,sig_worse,sig_less,gear_closure,75_100,e7664a71-64d4-4f13-ad4b-61b1ba63b82d,5/23/2023 2:35:21 PM,rthoms_wri,5/23/2023 2:37:01 PM,rthoms_wri,,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,nhampossa,madava,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
41,50,bcf7e7d8-4265-42aa-849c-3c6ffd50a6ba,mavandzi (56),high,sig_worse,sig_less,gear_closure,75_100,e7664a71-64d4-4f13-ad4b-61b1ba63b82d,5/23/2023 2:35:21 PM,rthoms_wri,5/23/2023 2:37:01 PM,rthoms_wri,,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,nhampossa,madava,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
42,51,bae7c0e2-8401-49c4-a511-9e00445f1ded,matewo (60),mod,better,more,none,,e7664a71-64d4-4f13-ad4b-61b1ba63b82d,5/23/2023 2:35:21 PM,rthoms_wri,5/23/2023 2:37:01 PM,rthoms_wri,,60,litewo,matewo,,Pinna muricata,Pinnidae,mollusc,bivalve,1,"ilha,nhamua,josina_machel,chamane,sahane"
43,52,877d0455-b221-496d-847b-a7d94aee652a,"mapalo, mavalo (61)",high,sig_worse,sig_less,seasonal_harvest,50_75,e7664a71-64d4-4f13-ad4b-61b1ba63b82d,5/23/2023 2:35:21 PM,rthoms_wri,5/23/2023 2:37:01 PM,rthoms_wri,,61,livalo,mavalo,ostra,Margaritidae,Margaritidae,mollusc,bivalve,1,"ilha,nhamua,josina_machel"
44,53,ac1bab58-94eb-4398-85af-2552eff45b41,mihili (1),none,no_change,sig_less,gear_closure,75_100,3b6c93d5-8c88-4ae9-8150-5c66e95d9bc6,5/24/2023 11:29:28 AM,rthoms_wri,5/24/2023 11:29:28 AM,rthoms_wri,,01,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
45,54,7a815c2e-efc4-4f4d-be93-e50b33fc20d9,mavionho  (2),none,no_change,sig_less,gear_closure,75_100,3b6c93d5-8c88-4ae9-8150-5c66e95d9bc6,5/24/2023 11:29:28 AM,rthoms_wri,5/24/2023 11:29:28 AM,rthoms_wri,,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1,"nhamua,josina_machel,chamane,marrambone,mucucune,nhamaxaxa,nguja"
46,55,ae6a9efe-5813-480b-9717-35cb89b6eddf,dzipata (4),high,no_change,sig_less,species_closure,75_100,3b6c93d5-8c88-4ae9-8150-5c66e95d9bc6,5/24/2023 11:29:28 AM,rthoms_wri,5/24/2023 11:29:28 AM,rthoms_wri,,04,pata,dzipata,peixe zebras,Teraponidae,Teraponidae,bony fish,fish,1,nguja
47,56,e3973994-a3dd-44b0-8323-a0535d5b2288,sigulula  (6),mod,no_change,sig_less,gear_closure,75_100,3b6c93d5-8c88-4ae9-8150-5c66e95d9bc6,5/24/2023 11:29:28 AM,rthoms_wri,5/24/2023 11:29:28 AM,rthoms_wri,,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1,"josina_machel,marrambone,mucucune,nhampossa,njuga"
48,57,bd3e6a19-b0c8-4b57-a052-4dba766c9420,dzindrolo (50),high,no_change,sig_less,none,,3b6c93d5-8c88-4ae9-8150-5c66e95d9bc6,5/24/2023 11:29:28 AM,rthoms_wri,5/24/2023 11:29:28 AM,rthoms_wri,,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,nhampossa,madava,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
49,58,9a8b2f7d-0429-4062-add1-9afef8dc5489,mavandzi (56),high,no_change,sig_less,none,,3b6c93d5-8c88-4ae9-8150-5c66e95d9bc6,5/24/2023 11:29:28 AM,rthoms_wri,5/24/2023 11:29:28 AM,rthoms_wri,,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,nhampossa,madava,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
50,59,39a1fd4a-3cf1-4eeb-bdc4-eea19a26dee2,nhamunhe (63),none,no_change,sig_less,none,,3b6c93d5-8c88-4ae9-8150-5c66e95d9bc6,5/24/2023 11:29:28 AM,rthoms_wri,5/24/2023 11:29:28 AM,rthoms_wri,,63,nhamunhe,,Amêijoa,Tapes literatus,Veneridae,mollusc,bivalve,1,"mucucune,sahane,nguja"
51,60,8450937c-5409-4d55-805d-b9324ff707cc,simbatsani (69),none,no_change,no_change,none,,3b6c93d5-8c88-4ae9-8150-5c66e95d9bc6,5/24/2023 11:29:28 AM,rthoms_wri,5/24/2023 11:29:28 AM,rthoms_wri,,69,simbatsani,simbatsani,,Garfarium pectinatum,Veneridae,mollusc,bivalve,1,"sahane,nguja"
52,61,7136c95c-9a44-4b0b-8ef3-db13773fad93,mihili (1),low,sig_worse,sig_less,area_closure,75_100,3bfefeff-a922-4545-b451-ac01818ea943,5/24/2023 11:29:29 AM,rthoms_wri,5/24/2023 11:29:29 AM,rthoms_wri,,01,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
53,62,63a4faec-a3c4-4932-9677-7f178289d2b5,mavionho  (2),high,sig_worse,sig_less,area_closure,75_100,3bfefeff-a922-4545-b451-ac01818ea943,5/24/2023 11:29:29 AM,rthoms_wri,5/24/2023 11:29:29 AM,rthoms_wri,,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1,"nhamua,josina_machel,chamane,marrambone,mucucune,nhamaxaxa,nguja"
54,63,9a00ea9a-cd34-43fd-8063-9852c6e63aed,salani (3),high,sig_worse,sig_less,area_closure,75_100,3bfefeff-a922-4545-b451-ac01818ea943,5/24/2023 11:29:29 AM,rthoms_wri,5/24/2023 11:29:29 AM,rthoms_wri,,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1,"ilha,josina_machel,chamane,marrambone,mucucune,nhamaxaxa"
55,64,2f148dd1-57e5-40f7-a23a-dda1cbf7f356,"sardinha, mboweni (11)",none,no_change,no_change,none,,3bfefeff-a922-4545-b451-ac01818ea943,5/24/2023 11:29:29 AM,rthoms_wri,5/24/2023 11:29:29 AM,rthoms_wri,,11,kobo,,sardinhas,Amblygaster sirm,Dorosomatidae,bony fish,fish,1,nhamaxaxa
56,65,1fe4a5de-60da-4664-9953-b1a4dc5c4705,dzindrolo (50),high,sig_worse,sig_less,area_closure,75_100,3bfefeff-a922-4545-b451-ac01818ea943,5/24/2023 11:29:29 AM,rthoms_wri,5/24/2023 11:29:29 AM,rthoms_wri,,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,nhampossa,madava,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
57,66,0d2800a0-26a2-4609-86ec-0413772f49ea,mavandzi (56),high,no_change,less,none,,3bfefeff-a922-4545-b451-ac01818ea943,5/24/2023 11:29:29 AM,rthoms_wri,5/24/2023 11:29:29 AM,rthoms_wri,,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,nhampossa,madava,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
58,67,0d9d4dee-65bf-4c4c-b7e1-bdd3fd179752,nhamunhe (63),high,no_change,no_change,none,,3bfefeff-a922-4545-b451-ac01818ea943,5/24/2023 11:29:29 AM,rthoms_wri,5/24/2023 11:29:29 AM,rthoms_wri,,63,nhamunhe,,Amêijoa,Tapes literatus,Veneridae,mollusc,bivalve,1,"mucucune,sahane,nguja"
59,68,8acae2be-0e74-4404-969f-08d82d1e39b2,nhandrendre (65),high,no_change,no_change,none,,3bfefeff-a922-4545-b451-ac01818ea943,5/24/2023 11:29:29 AM,rthoms_wri,5/24/2023 11:29:29 AM,rthoms_wri,,65,nhandrendre,,,,,mollusc,bivalve,0,
60,69,fad0a6ed-f404-49c5-ba9c-12ad9fa9cdbb,mihili (1),high,sig_worse,sig_less,gear_closure,75_100,37c82799-2da6-46b1-b248-26516978bbba,5/24/2023 11:29:32 AM,rthoms_wri,5/24/2023 11:29:32 AM,rthoms_wri,,01,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
61,70,8f80a2a2-6be8-47a6-b420-5c059b40cfa5,dzindrolo (50),low,sig_worse,sig_less,none,,37c82799-2da6-46b1-b248-26516978bbba,5/24/2023 11:29:32 AM,rthoms_wri,5/24/2023 11:29:32 AM,rthoms_wri,,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,nhampossa,madava,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
