,nutrition_source,gitonga_s,gitonga_p,portuguese,scientific,family,phylum,category,focal,sg_dep_median,sg_dep_cat,nutrition_prop_hot_raw,nutrition_prop_hot,nutrition_prop_cold_raw,nutrition_prop_cold,ParentGlobalID,ccp,gender,fish_pract,pract_cat,id
168,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,2,0.0666666666666666,2,0.0666666666666666,d4d143b4-de71-42bd-be9e-b42bcadd5863,chamane,m,hand_line,fish,04022023CHAB03
17,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,3,0.1,3,0.1,8b4320ee-bf8d-4616-b0bc-d8bc33e9cc99,nhamua,m,gill_net,fish,16022023NHMUB07
230,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,6,0.2,6,0.2,fb35740b-c147-41b7-b604-35eed1bf5c77,chamane,m,gill_net,fish,04022023CHAB08
231,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,6,0.2,6,0.2,fb35740b-c147-41b7-b604-35eed1bf5c77,chamane,m,shrimp_net,shrimp_net,04022023CHAB08
29,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,5,0.1666666666666666,5,0.1666666666666666,1205bf41-13d7-4421-b564-4a77c527cd17,nhamua,m,fence_trap,fish,13022023NHMUB01
101,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,3,0.1,3,0.1,3e185060-4034-4ece-9bd3-fa7aad0a4c83,josina_machel,m,glean,glean,15022023JOSB03
73,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,7,0.2333333333333333,7,0.2333333333333333,c440707b-35aa-4bca-abca-50c81f169c89,josina_machel,m,gill_net,fish,15022023JOSB01
833,04,pata,dzipata,peixe zebras,Terapon jarbua,Teraponidae,bony fish,fish,1.0,3.0,high,3,0.1,0,,66a27df6-476b-4917-8244-24e557b34ede,ilha,m,gill_net,fish,19022023ILHB07
647,04,pata,dzipata,peixe zebras,Terapon jarbua,Teraponidae,bony fish,fish,1.0,3.0,high,10,0.3333333333333333,4,0.1333333333333333,a9702bf4-6440-4e06-9f33-8f26a998afd3,nguja,f,glean,glean,04032023NGUB02
558,04,pata,dzipata,peixe zebras,Terapon jarbua,Teraponidae,bony fish,fish,1.0,3.0,high,10,0.3333333333333333,11,0.3666666666666666,ba1de70c-3350-4192-9540-077338da9ce6,nhamaxaxa,m,hand_line,fish,17022023NHCHB05
654,04,pata,dzipata,peixe zebras,Terapon jarbua,Teraponidae,bony fish,fish,1.0,3.0,high,8,0.2666666666666666,5,0.1666666666666666,dc97eb44-cd78-4a2c-88bb-90d04851de2c,nguja,f,glean,glean,04032023NGUB03
163,04,pata,dzipata,peixe zebras,Terapon jarbua,Teraponidae,bony fish,fish,1.0,3.0,high,0,0.0,9,0.3,5861a90d-3554-4a81-b5e8-e8f9870b88fb,chamane,m,hand_line,fish,04022023CHAB02
510,04,pata,dzipata,peixe zebras,Terapon jarbua,Teraponidae,bony fish,fish,1.0,3.0,high,8,0.2666666666666666,8,0.2666666666666666,1436c090-ffc1-44f1-8a1f-115e2164b9b1,madava,f,shrimp_net,shrimp_net,08022023MADB08
554,04,pata,dzipata,peixe zebras,Terapon jarbua,Teraponidae,bony fish,fish,1.0,3.0,high,3,0.1,4,0.1333333333333333,affb9ddf-bde5-4005-8a5c-962978da994f,nhamaxaxa,m,gill_net,fish,17022023NHCHB04
511,04,pata,dzipata,peixe zebras,Terapon jarbua,Teraponidae,bony fish,fish,1.0,3.0,high,8,0.2666666666666666,8,0.2666666666666666,1436c090-ffc1-44f1-8a1f-115e2164b9b1,madava,f,glean,glean,08022023MADB08
642,04,pata,dzipata,peixe zebras,Terapon jarbua,Teraponidae,bony fish,fish,1.0,3.0,high,4,0.1333333333333333,4,0.1333333333333333,a6e2b0b2-8d88-42c8-b600-7b0619713312,nguja,m,hand_line,fish,04032023NGUB01
807,04,pata,dzipata,peixe zebras,Terapon jarbua,Teraponidae,bony fish,fish,1.0,3.0,high,2,0.0666666666666666,1,0.0333333333333333,f5769b1d-ab41-4ec3-9364-13194af91f08,ilha,m,hand_line,fish,19022023ILHB05
667,04,pata,dzipata,peixe zebras,Terapon jarbua,Teraponidae,bony fish,fish,1.0,3.0,high,4,0.1333333333333333,4,0.1333333333333333,8abbe022-1d3d-4f37-989c-f804596f7402,nguja,m,gill_net,fish,04032023NGUB05
179,04,pata,dzipata,peixe zebras,Terapon jarbua,Teraponidae,bony fish,fish,1.0,3.0,high,3,0.1,2,0.0666666666666666,d4d143b4-de71-42bd-be9e-b42bcadd5863,chamane,m,shrimp_net,shrimp_net,04022023CHAB03
178,04,pata,dzipata,peixe zebras,Terapon jarbua,Teraponidae,bony fish,fish,1.0,3.0,high,3,0.1,2,0.0666666666666666,d4d143b4-de71-42bd-be9e-b42bcadd5863,chamane,m,hand_line,fish,04022023CHAB03
613,04,pata,dzipata,peixe zebras,Terapon jarbua,Teraponidae,bony fish,fish,1.0,3.0,high,3,0.1,4,0.1333333333333333,2dd5e1ed-eeed-47b2-827d-a0705fc23c7a,sahane,f,glean,glean,14022023SAHB03
673,04,pata,dzipata,peixe zebras,Terapon jarbua,Teraponidae,bony fish,fish,1.0,3.0,high,8,0.2666666666666666,8,0.2666666666666666,efe0ad7e-97bf-4dbb-802a-4e8575a54c9d,nguja,m,gill_net,fish,04032023NGUB06
616,04,pata,dzipata,peixe zebras,Terapon jarbua,Teraponidae,bony fish,fish,1.0,3.0,high,4,0.1333333333333333,0,0.0,0452b1c9-a249-4667-bf24-bb6969858009,sahane,f,glean,glean,14022023SAHB04
658,04,pata,dzipata,peixe zebras,Terapon jarbua,Teraponidae,bony fish,fish,1.0,3.0,high,4,0.1333333333333333,4,0.1333333333333333,e333971e-3a2f-473c-9783-d10538bbc0aa,nguja,m,hand_line,fish,04032023NGUB04
677,04,pata,dzipata,peixe zebras,Terapon jarbua,Teraponidae,bony fish,fish,1.0,3.0,high,3,0.1,3,0.1,8c4c8baa-dafa-48c6-bb34-4944108c5851,nguja,f,shrimp_net,shrimp_net,04032023NGUB07
490,04,pata,dzipata,peixe zebras,Terapon jarbua,Teraponidae,bony fish,fish,1.0,3.0,high,8,0.2666666666666666,8,0.2666666666666666,8407b1b2-9c62-4161-a560-a8c8415ca76a,madava,m,gill_net,fish,08022023MADB06
576,05,pata,dzipata,peixe zebras,Pelates quadrilineatus,Teraponidae,bony fish,fish,1.0,,,2,0.0666666666666666,1,0.0333333333333333,8536dca4-ea83-4248-865b-3b13873d1a90,nhamaxaxa,m,hand_line,fish,09032023NHCHB07
342,05,pata,dzipata,peixe zebras,Pelates quadrilineatus,Teraponidae,bony fish,fish,1.0,,,3,0.1,3,0.1,b1aecc22-d28c-4728-9c70-966d76a26e88,mucucune,m,fence_trap,fish,31012023MUB02
840,05,pata,dzipata,peixe zebras,Pelates quadrilineatus,Teraponidae,bony fish,fish,1.0,,,4,0.1333333333333333,3,0.1,217d4e9d-94cc-407a-9aaf-9dabfa977971,kuguana,m,drag_net,fish,24012023CUGB01
329,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,1,0.0333333333333333,7,0.2333333333333333,47619fa4-71bc-4eef-b706-4e52c3cd7db8,mucucune,m,basket_trap,fish,31012023MUCB01
321,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,2,0.0666666666666666,1,0.0333333333333333,926e019e-024f-43c8-8bfb-1a8170a861dd,marrambone,f,shrimp_net,shrimp_net,02022023MARB09
347,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,3,0.1,3,0.1,84267d00-7c2a-415c-b15e-d1f3a08a24ea,mucucune,f,glean,glean,31012023MUCB03
337,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,3,0.1,4,0.1333333333333333,b1aecc22-d28c-4728-9c70-966d76a26e88,mucucune,m,fence_trap,fish,31012023MUB02
560,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,2,0.0666666666666666,3,0.1,ba1de70c-3350-4192-9540-077338da9ce6,nhamaxaxa,m,hand_line,fish,17022023NHCHB05
575,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,4,0.1333333333333333,1,0.0333333333333333,8536dca4-ea83-4248-865b-3b13873d1a90,nhamaxaxa,m,hand_line,fish,09032023NHCHB07
553,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,1,0.0333333333333333,3,0.1,affb9ddf-bde5-4005-8a5c-962978da994f,nhamaxaxa,m,gill_net,fish,17022023NHCHB04
799,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,8,0.2666666666666666,8,0.2666666666666666,6cd30d28-9c1e-4148-a597-7b9d40fc1ae2,ilha,m,shrimp_net,shrimp_net,18022023ILHB04
28,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,4,0.1333333333333333,4,0.1333333333333333,1205bf41-13d7-4421-b564-4a77c527cd17,nhamua,m,fence_trap,fish,13022023NHMUB01
135,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,4,0.1333333333333333,3,0.1,59848ba5-82a3-4de3-b546-44d37605c0d9,josina_machel,m,diving,fish,15022023JOSB07
428,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,2,0.0666666666666666,3,0.1,a9325c3b-f81d-431a-9628-6b0b57ede5e3,nhampossa,f,gill_net,fish,09022023NHMPB05
786,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,6,0.2,6,0.2,b16133a3-e0e9-4edf-8a63-f5fd5cde5cd1,ilha,f,glean,glean,18022023ILHB02
785,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,6,0.2,6,0.2,b16133a3-e0e9-4edf-8a63-f5fd5cde5cd1,ilha,f,shrimp_net,shrimp_net,18022023ILHB02
421,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,4,0.1333333333333333,2,0.0666666666666666,caac8748-ebed-413c-a5d2-a635b5bd8932,nhampossa,m,fence_trap,fish,09022023NHMPB04
818,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,5,0.1666666666666666,5,0.1666666666666666,c0927898-6afe-4a7f-98d1-4ec395b0e647,ilha,f,glean,glean,1902023ILHB06
414,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,3,0.1,6,0.2,1469e0fd-0691-405e-b1e8-c144e854fbb7,nhampossa,f,shrimp_net,shrimp_net,09022023NHMPB03
145,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,2,0.0666666666666666,3,0.1,1d5f5cdd-4deb-4017-ae95-ed677c22bd24,josina_machel,f,glean,glean,09032023JOSB08
407,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,6,0.2,4,0.1333333333333333,a00016e0-0782-4f50-a9a8-4a5e202f5c50,nhampossa,m,gill_net,fish,09022023NHMPB02
819,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,5,0.1666666666666666,5,0.1666666666666666,c0927898-6afe-4a7f-98d1-4ec395b0e647,ilha,f,shrimp_net,shrimp_net,1902023ILHB06
126,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,4,0.1333333333333333,1,0.0333333333333333,e6132e33-e9f3-45ea-a5cf-7d565844a22c,josina_machel,m,hand_line,fish,15022023JOSB06
394,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,3,0.1,1,0.0333333333333333,615838ac-55f5-4537-ba76-fecefaddd226,mucucune,f,shrimp_net,shrimp_net,31012023MUCB08
825,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,4,0.1333333333333333,4,,27221a9d-a61e-4908-8da8-4e0e2783119e,ilha,f,glean,glean,19022023ILHB08
386,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,2,0.0666666666666666,1,0.0333333333333333,a744e3c9-d3d2-4588-b6cd-900a3f4f4286,mucucune,f,shrimp_net,shrimp_net,31012023MUCB07
184,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0,0.0,3,0.1,d4d143b4-de71-42bd-be9e-b42bcadd5863,chamane,m,hand_line,fish,04022023CHAB03
377,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,2,0.0666666666666666,2,0.0666666666666666,72b20ec3-78b0-44b1-8f62-06504a26e4c5,mucucune,m,gill_net,fish,31012023MUCB06
366,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0,0.0,4,0.1333333333333333,942decee-217f-4b36-be4c-3948ed7665d0,mucucune,m,hand_line,fish,31012023MUCB05
162,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0,0.0,4,0.1333333333333333,5861a90d-3554-4a81-b5e8-e8f9870b88fb,chamane,m,hand_line,fish,04022023CHAB02
835,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0,0.0,7,0.2333333333333333,66a27df6-476b-4917-8244-24e557b34ede,ilha,m,gill_net,fish,19022023ILHB07
356,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,3,0.1,3,0.1,668fcae1-2e89-417d-b2f7-cca29ae88fcf,mucucune,f,glean,glean,31012023MUCB04
89,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,4,0.1333333333333333,4,0.1333333333333333,c970df6e-cd2f-4068-a322-0f4b0018e5f5,josina_machel,m,glean,glean,15022023JOSB02
809,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0,0.0,3,0.1,f5769b1d-ab41-4ec3-9364-13194af91f08,ilha,m,hand_line,fish,19022023ILHB05
88,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,4,0.1333333333333333,4,0.1333333333333333,c970df6e-cd2f-4068-a322-0f4b0018e5f5,josina_machel,m,diving,fish,15022023JOSB02
628,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,4,0.1333333333333333,4,0.1333333333333333,5aeb00bc-7c10-415f-8538-cfe07ef741c2,sahane,m,hand_line,fish,14022023SAHB06
648,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,3,0.1,3,0.1,a9702bf4-6440-4e06-9f33-8f26a998afd3,nguja,f,glean,glean,04032023NGUB02
296,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,3,0.1,3,0.1,e8d84b41-6838-4a4d-b98d-66385c122993,marrambone,m,fence_trap,fish,02022023MARB05
277,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,3,0.1,3,0.1,fa135abb-d0cf-4f86-81fa-d786fd8a957a,marrambone,f,gill_net,fish,02022023MARB04
276,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,3,0.1,3,0.1,fa135abb-d0cf-4f86-81fa-d786fd8a957a,marrambone,f,shrimp_net,shrimp_net,02022023MARB04
275,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,3,0.1,3,0.1,fa135abb-d0cf-4f86-81fa-d786fd8a957a,marrambone,f,glean,glean,02022023MARB04
606,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0,0.0,8,0.2666666666666666,f1ab0d58-a047-4854-9fab-5639a38d0919,sahane,m,hand_line,fish,14022023SAHB02
653,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,6,0.2,3,0.1,dc97eb44-cd78-4a2c-88bb-90d04851de2c,nguja,f,glean,glean,04032023NGUB03
656,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,4,0.1333333333333333,4,0.1333333333333333,e333971e-3a2f-473c-9783-d10538bbc0aa,nguja,m,hand_line,fish,04032023NGUB04
261,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,3,0.1,3,0.1,ae7d8f6f-e1d1-484c-b65d-5b64c4bec7b8,marrambone,f,shrimp_net,shrimp_net,02022023MARB03
72,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,7,0.2333333333333333,7,0.2333333333333333,c440707b-35aa-4bca-abca-50c81f169c89,josina_machel,m,gill_net,fish,15022023JOSB01
643,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,4,0.1333333333333333,4,0.1333333333333333,a6e2b0b2-8d88-42c8-b600-7b0619713312,nguja,m,hand_line,fish,04032023NGUB01
671,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,5,0.1666666666666666,5,0.1666666666666666,efe0ad7e-97bf-4dbb-802a-4e8575a54c9d,nguja,m,gill_net,fish,04032023NGUB06
249,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,1,0.0333333333333333,1,0.0333333333333333,6e76bb44-7881-4dfe-aff2-019452e7f1ef,marrambone,f,shrimp_net,shrimp_net,02022023MARB02
248,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,1,0.0333333333333333,1,0.0333333333333333,6e76bb44-7881-4dfe-aff2-019452e7f1ef,marrambone,f,glean,glean,02022023MARB02
308,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0,0.0,7,0.2333333333333333,c4bf73af-5f99-4b43-abd8-9373a369c415,marrambone,m,gill_net,fish,02022023MARB07
185,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0,0.0,3,0.1,d4d143b4-de71-42bd-be9e-b42bcadd5863,chamane,m,shrimp_net,shrimp_net,04022023CHAB03
239,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,5,0.1666666666666666,5,0.1666666666666666,786726d4-2b8e-46a0-ab5f-1339cbe1ab7b,marrambone,f,shrimp_net,shrimp_net,26012023MARB01
666,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,5,0.1666666666666666,5,0.1666666666666666,8abbe022-1d3d-4f37-989c-f804596f7402,nguja,m,gill_net,fish,04032023NGUB05
77,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,1,0.0333333333333333,1,0.0333333333333333,c970df6e-cd2f-4068-a322-0f4b0018e5f5,josina_machel,m,glean,glean,15022023JOSB02
834,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,1,0.0333333333333333,0,,66a27df6-476b-4917-8244-24e557b34ede,ilha,m,gill_net,fish,19022023ILHB07
36,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,2,0.0666666666666666,2,0.0666666666666666,310a5eff-b95e-4979-a0dd-c98a7703f436,nhamua,m,glean,glean,13022023NHMUB03
119,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,2,0.0666666666666666,1,0.0333333333333333,339c9818-8caa-4798-9a51-85ba26bc71c3,josina_machel,f,shrimp_net,shrimp_net,15022023JOSB05
108,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,4,0.1333333333333333,4,0.1333333333333333,37446c9d-41b8-4942-8a68-e30fce638745,josina_machel,m,shrimp_net,shrimp_net,15022023JOSB04
2,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,2,0.0666666666666666,2,0.0666666666666666,5242b473-cb0e-43ec-bc8f-6e626f4ee1d3,nhamua,f,glean,glean,13022023NHAMUB02
53,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,2,0.0666666666666666,2,0.0666666666666666,0d25df79-dc4d-42aa-9bc9-3b705d683d68,nhamua,m,gill_net,fish,16022023NHMUB06
765,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,2,0.0666666666666666,2,0.0666666666666666,3f9d47fc-5dc8-4cf3-9ee0-ac3b9d7d8390,morrumbene,m,hand_line,fish,08032023MORB08
76,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,1,0.0333333333333333,1,0.0333333333333333,c970df6e-cd2f-4068-a322-0f4b0018e5f5,josina_machel,m,diving,fish,15022023JOSB02
574,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,3,0.1,2,0.0666666666666666,8536dca4-ea83-4248-865b-3b13873d1a90,nhamaxaxa,m,hand_line,fish,09032023NHCHB07
67,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,5,0.1666666666666666,5,0.1666666666666666,c440707b-35aa-4bca-abca-50c81f169c89,josina_machel,m,gill_net,fish,15022023JOSB01
19,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,4,0.1333333333333333,4,0.1333333333333333,8b4320ee-bf8d-4616-b0bc-d8bc33e9cc99,nhamua,m,gill_net,fish,16022023NHMUB07
525,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,2,0.0666666666666666,2,0.0666666666666666,a5a2c506-9bdf-4033-9a76-cc0374b5e66e,nhamaxaxa,f,glean,glean,17022023NHCHB01
524,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,2,0.0666666666666666,2,0.0666666666666666,a5a2c506-9bdf-4033-9a76-cc0374b5e66e,nhamaxaxa,f,shrimp_net,shrimp_net,17022023NHCHB01
26,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,5,0.1666666666666666,5,0.1666666666666666,1205bf41-13d7-4421-b564-4a77c527cd17,nhamua,m,fence_trap,fish,13022023NHMUB01
96,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,1,0.0333333333333333,1,0.0333333333333333,3e185060-4034-4ece-9bd3-fa7aad0a4c83,josina_machel,m,glean,glean,15022023JOSB03
14,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,2,0.0666666666666666,2,0.0666666666666666,3f3b6da1-f4ee-467b-9647-aefe9851351f,nhamua,f,glean,glean,16022023NHMUB05
35,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,2,0.0666666666666666,2,0.0666666666666666,310a5eff-b95e-4979-a0dd-c98a7703f436,nhamua,m,gill_net,fish,13022023NHMUB03
763,10,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,0.0,none,4,0.1333333333333333,4,0.1333333333333333,3f9d47fc-5dc8-4cf3-9ee0-ac3b9d7d8390,morrumbene,m,hand_line,fish,08032023MORB08
686,10,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,0.0,none,3,0.1,3,0.1,5bf5b760-0855-442e-8ccf-d32db9f09235,morrumbene,m,shrimp_net,shrimp_net,01022023MORB01
696,10,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,0.0,none,2,0.0666666666666666,3,0.1,04827c1d-3bba-4bcb-a8be-1af1c071e30f,morrumbene,f,glean,glean,01022023MORB02
695,10,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,0.0,none,2,0.0666666666666666,3,0.1,04827c1d-3bba-4bcb-a8be-1af1c071e30f,morrumbene,f,shrimp_net,shrimp_net,01022023MORB02
732,10,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,0.0,none,5,0.1666666666666666,8,0.2666666666666666,d92b97c0-4a75-4f45-9115-4cb6ac9109ad,morrumbene,m,fence_trap,fish,01022023MORBO5
738,10,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,0.0,none,5,0.1666666666666666,4,0.1333333333333333,b4a29a62-c0e1-40fd-835b-a134449801ca,morrumbene,m,drag_net,fish,O1O22023MOR06
748,10,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,0.0,none,5,0.1666666666666666,5,0.1666666666666666,275be6f1-5e39-4787-a0f6-e532bee2ef83,morrumbene,m,glean,glean,01022023MORB07
724,10,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,0.0,none,5,0.1666666666666666,4,0.1333333333333333,943aa64d-7c5c-4594-944e-529e0b325617,morrumbene,f,glean,glean,01022023MOR04
747,10,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,0.0,none,5,0.1666666666666666,5,0.1666666666666666,275be6f1-5e39-4787-a0f6-e532bee2ef83,morrumbene,m,drag_net,fish,01022023MORB07
515,11,kobo,,sardinhas,Amblygaster sirm,Dorosomatidae,bony fish,fish,1.0,0.0,none,3,0.1,2,0.0666666666666666,a5a2c506-9bdf-4033-9a76-cc0374b5e66e,nhamaxaxa,f,glean,glean,17022023NHCHB01
514,11,kobo,,sardinhas,Amblygaster sirm,Dorosomatidae,bony fish,fish,1.0,0.0,none,3,0.1,2,0.0666666666666666,a5a2c506-9bdf-4033-9a76-cc0374b5e66e,nhamaxaxa,f,shrimp_net,shrimp_net,17022023NHCHB01
569,11,kobo,,sardinhas,Amblygaster sirm,Dorosomatidae,bony fish,fish,1.0,0.0,none,0,0.0,2,0.0666666666666666,8536dca4-ea83-4248-865b-3b13873d1a90,nhamaxaxa,m,hand_line,fish,09032023NHCHB07
105,11,kobo,,sardinhas,Amblygaster sirm,Dorosomatidae,bony fish,fish,1.0,0.0,none,1,0.0333333333333333,1,0.0333333333333333,3e185060-4034-4ece-9bd3-fa7aad0a4c83,josina_machel,m,glean,glean,15022023JOSB03
536,11,kobo,,sardinhas,Amblygaster sirm,Dorosomatidae,bony fish,fish,1.0,0.0,none,2,0.0666666666666666,2,0.0666666666666666,8719e18a-7160-440e-884e-330fdba6d7a1,nhamaxaxa,f,glean,glean,17022023NHCHB02
86,11,kobo,,sardinhas,Amblygaster sirm,Dorosomatidae,bony fish,fish,1.0,0.0,none,3,0.1,3,0.1,c970df6e-cd2f-4068-a322-0f4b0018e5f5,josina_machel,m,diving,fish,15022023JOSB02
